Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3134403187
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	5
	ANC5	2	R11_Umbundu G61_Sangu 
	ANC4	2	JD53_Shi G61_Sangu 
	ANC3	2	L11_Pende G61_Sangu 
	ANC2	2	C83_Bushong G61_Sangu 
	ANC1	2	C41_Ngombe G61_Sangu 
Scale Tree:                      0.000000
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNodeUmbundu ANC5
	MRCA RecNodeShi ANC4
	MRCA RecNodePende ANC3
	MRCA RecNodeBushong ANC2
	MRCA RecNodeNgombe ANC1
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNodeUmbundu - P(0,0)	RecNodeUmbundu - P(0,1)	RecNodeUmbundu - P(1,0)	RecNodeUmbundu - P(1,1)	RecNodeShi - P(0,0)	RecNodeShi - P(0,1)	RecNodeShi - P(1,0)	RecNodeShi - P(1,1)	RecNodePende - P(0,0)	RecNodePende - P(0,1)	RecNodePende - P(1,0)	RecNodePende - P(1,1)	RecNodeBushong - P(0,0)	RecNodeBushong - P(0,1)	RecNodeBushong - P(1,0)	RecNodeBushong - P(1,1)	RecNodeNgombe - P(0,0)	RecNodeNgombe - P(0,1)	RecNodeNgombe - P(1,0)	RecNodeNgombe - P(1,1)	
86000	-85.306577	369	17.603292	11.908873	1.946990	2.197870	0.242261	0.121259	0.121130	0.515350	0.008579	0.187844	0.004295	0.799282	0.017671	0.185330	0.008841	0.788157	0.031477	0.181448	0.015742	0.771334	0.122772	0.155392	0.061389	0.660447	0.207278	0.131253	0.103639	0.557830	
87000	-92.502357	944	2.868892	2.146579	0.721906	0.521505	0.573028	0.028222	0.281079	0.117670	0.000380	0.020544	0.002128	0.976948	0.000062	0.010119	0.000707	0.989112	0.000838	0.023800	0.004025	0.971337	0.084325	0.067231	0.109097	0.739347	0.467694	0.043730	0.272222	0.216353	
88000	-83.010400	490	1.996047	1.800927	1.106359	2.146187	0.215028	0.141858	0.097329	0.545785	0.000022	0.003682	0.000697	0.995599	0.000110	0.005491	0.002347	0.992051	0.000655	0.014883	0.005070	0.979393	0.016976	0.068409	0.025945	0.888670	0.115269	0.140908	0.065301	0.678522	
89000	-83.229097	827	5.661771	3.769953	16.445963	7.051132	0.241540	0.120770	0.121465	0.516226	0.137252	0.068617	0.151278	0.642853	0.130471	0.065221	0.153230	0.651078	0.145748	0.072880	0.148822	0.632549	0.191926	0.095829	0.135819	0.576425	0.230279	0.115110	0.124714	0.529897	
90000	-84.246595	288	5.768093	3.447951	7.414729	5.420897	0.242116	0.121182	0.121176	0.515526	0.128459	0.087121	0.115958	0.668463	0.136387	0.084004	0.125030	0.654579	0.140417	0.085738	0.125014	0.648831	0.197254	0.108027	0.122849	0.571871	0.233331	0.119203	0.121193	0.526273	
91000	-83.128672	361	0.160005	1.897649	11.356832	5.178125	0.091146	0.045569	0.164448	0.698837	0.000000	0.000000	0.186635	0.813364	0.000021	0.000011	0.187837	0.812131	0.000201	0.000102	0.188784	0.810914	0.013846	0.006883	0.187395	0.791876	0.043576	0.021720	0.178492	0.756212	
92000	-81.775537	886	1.242190	2.357851	0.716157	2.544251	0.141363	0.122001	0.088370	0.648266	0.000037	0.003114	0.001380	0.995470	0.000005	0.001212	0.000472	0.998311	0.000055	0.004205	0.001529	0.994211	0.004451	0.031560	0.015734	0.948255	0.049238	0.089829	0.052155	0.808778	
93000	-83.612704	217	1.289936	2.494224	9.890061	5.741013	0.210485	0.105240	0.130340	0.553934	0.001471	0.000803	0.176977	0.820749	0.000828	0.000448	0.178362	0.820362	0.010663	0.005567	0.180918	0.802852	0.077170	0.038930	0.167152	0.716747	0.153366	0.076729	0.146577	0.623327	
94000	-85.126378	190	7.841216	5.693303	0.490930	2.291512	0.138404	0.150809	0.069265	0.641522	0.000839	0.158059	0.000525	0.840577	0.000288	0.158185	0.000180	0.841347	0.000491	0.161030	0.000300	0.838178	0.017598	0.171293	0.009686	0.801422	0.070725	0.167638	0.036016	0.725621	
95000	-88.101416	184	21.863755	20.096000	17.077804	7.311216	0.242424	0.121212	0.121212	0.515151	0.242320	0.121230	0.121172	0.515278	0.242358	0.121222	0.121188	0.515232	0.242374	0.121224	0.121189	0.515213	0.242508	0.121188	0.121254	0.515050	0.242441	0.121207	0.121221	0.515131	
96000	-81.584890	474	1.204036	3.270231	3.100461	2.704459	0.174453	0.088940	0.138110	0.598496	0.000143	0.000968	0.017033	0.981856	0.000186	0.001062	0.020208	0.978543	0.004477	0.009458	0.052017	0.934049	0.024580	0.024522	0.100307	0.850591	0.084915	0.051555	0.140168	0.723362	
97000	-83.304466	864	4.933498	2.889856	0.296986	1.873489	0.143359	0.149854	0.071500	0.635286	0.000046	0.079242	0.000064	0.920648	0.000040	0.068441	0.000064	0.931456	0.000260	0.088384	0.000316	0.911039	0.016310	0.144509	0.010997	0.828184	0.067639	0.166447	0.034946	0.730968	
98000	-83.376200	442	3.766476	3.019065	5.785130	3.760421	0.238289	0.119297	0.122238	0.520176	0.016802	0.019048	0.090648	0.873501	0.014697	0.016043	0.094303	0.874958	0.058832	0.046318	0.116336	0.778514	0.122544	0.075588	0.128443	0.673426	0.210381	0.108421	0.126604	0.554593	
99000	-88.089526	419	8.270273	4.084692	0.690891	0.838176	0.447789	0.062640	0.223645	0.265926	0.000686	0.176064	0.000377	0.822872	0.001289	0.167442	0.000752	0.830517	0.008294	0.175360	0.004517	0.811828	0.157499	0.145437	0.078773	0.618292	0.397996	0.077904	0.196748	0.327351	
100000	-84.352552	430	6.253818	4.225566	2.368927	2.451206	0.235654	0.122788	0.118174	0.523384	0.007051	0.108106	0.006738	0.878105	0.015276	0.112254	0.013748	0.858723	0.042554	0.136863	0.028957	0.791625	0.102555	0.137802	0.061156	0.698487	0.188673	0.129926	0.099425	0.581976	
101000	-83.529261	309	7.793196	4.801201	1.723118	2.138808	0.233622	0.123699	0.116837	0.525841	0.005428	0.162737	0.003251	0.828583	0.006700	0.158751	0.004123	0.830427	0.014870	0.163333	0.008709	0.813088	0.079527	0.158311	0.042530	0.719632	0.183310	0.136928	0.092494	0.587268	
102000	-83.242727	703	1.346187	2.407328	7.411425	4.021290	0.210693	0.105240	0.130406	0.553662	0.007173	0.004354	0.160477	0.827996	0.003134	0.001923	0.160100	0.834843	0.006807	0.004045	0.163485	0.825663	0.048974	0.025409	0.171092	0.754525	0.138389	0.068611	0.152086	0.640914	
103000	-83.963269	249	5.195458	2.572252	1.609106	2.257212	0.228196	0.127343	0.112210	0.532251	0.008750	0.109311	0.008228	0.873711	0.003762	0.081112	0.004967	0.910158	0.007408	0.096756	0.007997	0.887839	0.052452	0.146444	0.032392	0.768712	0.173895	0.146486	0.083284	0.596334	
104000	-82.672654	329	0.968287	1.937538	5.121876	2.735838	0.224134	0.109354	0.129492	0.537020	0.000164	0.000193	0.090888	0.908755	0.000535	0.000577	0.098310	0.900578	0.007059	0.006140	0.117566	0.869235	0.051455	0.028332	0.162002	0.758211	0.164125	0.075901	0.154125	0.605848	
105000	-82.972788	864	3.994232	3.281904	3.268845	2.901355	0.236950	0.120527	0.120693	0.521830	0.008057	0.035668	0.024755	0.931521	0.007651	0.031588	0.026619	0.934142	0.018107	0.049251	0.038666	0.893976	0.084522	0.087934	0.084073	0.743470	0.179234	0.111243	0.113061	0.596463	
106000	-81.907037	911	0.633578	2.088489	9.991809	4.989815	0.162641	0.081303	0.144035	0.612020	0.000240	0.000130	0.178449	0.821181	0.001373	0.000714	0.184048	0.813864	0.001426	0.000738	0.184707	0.813129	0.025459	0.012753	0.182924	0.778864	0.092059	0.045893	0.164596	0.697452	
107000	-84.708578	546	13.410829	7.186064	6.918291	5.281358	0.242144	0.121293	0.121072	0.515492	0.168797	0.141782	0.084699	0.604721	0.194857	0.133951	0.098082	0.573110	0.203156	0.131824	0.102067	0.562952	0.220276	0.127466	0.110204	0.542054	0.238020	0.122485	0.118996	0.520499	
108000	-84.147710	2	3.937179	2.965962	2.603421	3.591625	0.225592	0.123545	0.115095	0.535768	0.007610	0.043591	0.019094	0.929705	0.007073	0.037476	0.020754	0.934697	0.014330	0.053321	0.028576	0.903772	0.067245	0.099324	0.061485	0.771946	0.143864	0.123127	0.088583	0.644426	
109000	-83.341634	438	0.947753	2.415973	16.486353	7.098844	0.188962	0.094481	0.136487	0.580069	0.002985	0.001485	0.190410	0.805120	0.001416	0.000707	0.190290	0.807587	0.004167	0.002082	0.189380	0.804371	0.040173	0.020058	0.179206	0.760563	0.122568	0.061274	0.155479	0.660679	
110000	-86.160331	390	0.142232	1.132675	28.556236	12.264303	0.122145	0.061073	0.155578	0.661204	0.000006	0.000003	0.190475	0.809515	0.000025	0.000012	0.190470	0.809493	0.000180	0.000090	0.190425	0.809305	0.009202	0.004601	0.187847	0.798350	0.054616	0.027308	0.174872	0.743204	
111000	-83.847174	416	6.917818	4.121724	4.776203	3.122072	0.242676	0.121181	0.121298	0.514846	0.116481	0.133138	0.070027	0.680354	0.096299	0.123896	0.065333	0.714472	0.096526	0.124000	0.065396	0.714078	0.177845	0.127208	0.098159	0.596789	0.235251	0.122614	0.118252	0.523884	
112000	-83.093003	620	2.020714	1.755600	1.653489	2.060514	0.247215	0.130013	0.113847	0.508925	0.000648	0.008542	0.008763	0.982047	0.001780	0.012020	0.016890	0.969309	0.002171	0.015965	0.015458	0.966406	0.046544	0.074768	0.059961	0.818727	0.165434	0.124804	0.095753	0.614009	
113000	-81.123688	779	2.597045	2.035146	1.854000	2.131614	0.264412	0.126085	0.120616	0.488886	0.000568	0.011195	0.005863	0.982374	0.001640	0.014027	0.013359	0.970974	0.005348	0.029689	0.020027	0.944936	0.079929	0.096215	0.073350	0.750507	0.222710	0.128671	0.109733	0.538886	
114000	-85.127888	693	10.422996	7.773683	12.866107	6.414624	0.242419	0.121207	0.121217	0.515158	0.234972	0.118099	0.122707	0.524222	0.236837	0.119030	0.122181	0.521951	0.237862	0.119471	0.121965	0.520702	0.241103	0.120482	0.121659	0.516755	0.242243	0.121056	0.121329	0.515372	
115000	-86.426839	996	4.440216	1.891007	17.290583	13.464303	0.264534	0.132267	0.114895	0.488304	0.152637	0.076372	0.146772	0.624219	0.118989	0.059525	0.156408	0.665077	0.134856	0.067447	0.151908	0.645790	0.254052	0.127032	0.117884	0.501032	0.298511	0.149256	0.105187	0.447046	
116000	-84.560253	382	6.171311	4.856195	7.382659	4.527676	0.241412	0.120728	0.121480	0.516381	0.109577	0.081939	0.109907	0.698577	0.131715	0.087044	0.118062	0.663180	0.156001	0.095706	0.120406	0.627887	0.195980	0.106061	0.124634	0.573325	0.233051	0.117470	0.122904	0.526575	
117000	-84.398329	873	4.422556	2.743506	4.048571	4.397664	0.237954	0.125027	0.116540	0.520479	0.013408	0.047567	0.030141	0.908884	0.013252	0.040487	0.035088	0.911172	0.036715	0.064502	0.056409	0.842374	0.126348	0.115692	0.086297	0.671662	0.207116	0.129994	0.104640	0.558250	
118000	-83.256227	393	3.142543	3.235119	5.643566	2.842064	0.237301	0.115955	0.125498	0.521246	0.021428	0.016208	0.129536	0.832828	0.018523	0.015245	0.120842	0.845390	0.034344	0.025538	0.128421	0.811697	0.113207	0.054646	0.163068	0.669079	0.208734	0.093507	0.145133	0.552626	
119000	-85.350684	61	23.530634	12.256057	11.061696	6.720887	0.242424	0.121212	0.121212	0.515152	0.234341	0.123517	0.117175	0.524967	0.237622	0.122581	0.118815	0.520983	0.239896	0.121934	0.119949	0.518222	0.241584	0.121452	0.120792	0.516171	0.242353	0.121232	0.121177	0.515238	
120000	-82.478227	516	2.515422	2.148349	6.109918	5.459367	0.243381	0.122276	0.120359	0.513984	0.011090	0.010111	0.111872	0.866927	0.014010	0.011096	0.126090	0.848805	0.050452	0.033936	0.136305	0.779307	0.115201	0.068426	0.134965	0.681408	0.207479	0.109891	0.124070	0.558561	
121000	-81.929595	474	3.247119	2.480924	7.709869	5.901885	0.243084	0.121692	0.120875	0.514350	0.024682	0.017182	0.138516	0.819621	0.020045	0.013395	0.144695	0.821864	0.071591	0.040613	0.152492	0.735305	0.147202	0.079138	0.138904	0.634756	0.219650	0.112249	0.125023	0.543077	
122000	-84.954892	540	8.201978	3.018788	3.207184	2.414861	0.247598	0.120507	0.123009	0.508886	0.076929	0.223202	0.027273	0.672596	0.045781	0.196663	0.020194	0.737362	0.103096	0.182908	0.044402	0.669595	0.193429	0.157034	0.082213	0.567323	0.253582	0.130447	0.114651	0.501319	
123000	-86.000794	925	19.028703	9.078481	16.481650	8.151141	0.242424	0.121212	0.121212	0.515151	0.242103	0.121316	0.121039	0.515541	0.242155	0.121255	0.121111	0.515479	0.242342	0.121226	0.121180	0.515252	0.242442	0.121212	0.121216	0.515130	0.242430	0.121211	0.121214	0.515145	
124000	-82.017238	976	1.234026	2.551515	6.613224	4.051027	0.198175	0.099027	0.133932	0.568865	0.001229	0.000997	0.126402	0.871372	0.001967	0.001490	0.133959	0.862583	0.020007	0.012752	0.150709	0.816532	0.057906	0.031390	0.162402	0.748301	0.131182	0.066179	0.151783	0.650856	
125000	-82.772816	431	0.690787	1.765851	1.962054	1.789216	0.198060	0.087036	0.150975	0.563929	0.000029	0.000347	0.009882	0.989741	0.000015	0.000199	0.008909	0.990877	0.000305	0.001967	0.017862	0.979866	0.011087	0.015764	0.074363	0.898786	0.103282	0.055313	0.151544	0.689861	
126000	-84.126232	600	0.919527	2.786294	4.337745	4.704568	0.190171	0.096836	0.133814	0.579180	0.000201	0.000379	0.058640	0.940780	0.000125	0.000234	0.058942	0.940700	0.000906	0.001497	0.066323	0.931274	0.035567	0.029559	0.115932	0.818942	0.102306	0.061927	0.136005	0.699762	
127000	-83.707850	805	0.082899	2.185065	14.722388	6.192172	0.029007	0.014503	0.182191	0.774298	0.000001	0.000001	0.190866	0.809132	0.000009	0.000004	0.190759	0.809228	0.000078	0.000039	0.190502	0.809381	0.002161	0.001077	0.190306	0.806455	0.012418	0.006206	0.187002	0.794374	
128000	-82.919105	628	2.833464	3.030495	1.543488	3.164432	0.199841	0.125868	0.106127	0.568164	0.000713	0.014634	0.005611	0.979042	0.000163	0.008529	0.002228	0.989080	0.002017	0.026469	0.008632	0.962882	0.029545	0.076587	0.038807	0.855062	0.109512	0.117664	0.076270	0.696554	
129000	-87.012623	932	4.550727	5.071457	19.485875	13.799064	0.238554	0.119277	0.122318	0.519851	0.078106	0.039079	0.168063	0.714752	0.069495	0.034768	0.170537	0.725201	0.088922	0.044474	0.165027	0.701576	0.136695	0.068353	0.151409	0.643543	0.206215	0.103108	0.131557	0.559120	
130000	-82.347596	581	0.609363	1.453598	12.478251	6.268183	0.256087	0.128039	0.117312	0.498561	0.000073	0.000038	0.186608	0.813281	0.000666	0.000339	0.187660	0.811335	0.004035	0.002035	0.187989	0.805941	0.058605	0.029295	0.173767	0.738333	0.182907	0.091411	0.138278	0.587404	
131000	-84.512289	534	2.161742	3.713335	0.692000	1.772178	0.185941	0.116017	0.110738	0.587303	0.000174	0.014000	0.001437	0.984389	0.000061	0.009153	0.000783	0.990003	0.003811	0.033244	0.012814	0.950130	0.018183	0.058456	0.032598	0.890763	0.084301	0.090452	0.081545	0.743702	
132000	-81.648309	877	1.766517	1.970577	2.673073	1.591043	0.281931	0.109832	0.141078	0.467159	0.000291	0.002232	0.015076	0.982401	0.001106	0.005006	0.025184	0.968703	0.004754	0.013052	0.040359	0.941835	0.075700	0.050357	0.131335	0.742608	0.255053	0.085688	0.170984	0.488275	
133000	-85.151626	58	22.723701	9.807695	0.862841	2.122451	0.199299	0.133534	0.099649	0.567518	0.000616	0.190332	0.000308	0.808744	0.001813	0.189965	0.000907	0.807315	0.004381	0.189227	0.002191	0.804202	0.042412	0.178363	0.021205	0.758020	0.129424	0.153498	0.064712	0.652366	
134000	-82.017231	19	0.767660	2.217935	5.082171	3.593793	0.192399	0.096855	0.134638	0.576108	0.000118	0.000165	0.077335	0.922382	0.000180	0.000248	0.078700	0.920872	0.000457	0.000618	0.079963	0.918962	0.030725	0.022773	0.129657	0.816845	0.120755	0.064891	0.146263	0.668090	
135000	-84.593894	811	4.807392	4.002269	12.388116	7.075612	0.239902	0.119951	0.121933	0.518214	0.098893	0.050618	0.158950	0.691539	0.130834	0.065995	0.151899	0.651272	0.147916	0.074376	0.147460	0.630248	0.181165	0.090739	0.138492	0.589604	0.219382	0.109696	0.127790	0.543132	
136000	-83.817493	806	4.843622	4.485609	4.245782	2.840130	0.241105	0.119824	0.122326	0.516745	0.045473	0.074552	0.058918	0.821057	0.042225	0.068815	0.059852	0.829108	0.069695	0.085416	0.074001	0.770889	0.131134	0.094790	0.108350	0.665726	0.214018	0.111024	0.124773	0.550185	
137000	-85.070295	862	9.811480	4.643856	2.862427	2.727778	0.234657	0.123570	0.117196	0.524577	0.024243	0.181179	0.012314	0.782263	0.024978	0.176698	0.013059	0.785264	0.033344	0.175207	0.017332	0.774117	0.121428	0.157466	0.059979	0.661128	0.203273	0.133593	0.100684	0.562450	
138000	-82.182821	852	0.146608	2.131501	1.500385	2.887301	0.067264	0.041323	0.143270	0.748143	0.000001	0.000021	0.004450	0.995529	0.000000	0.000015	0.003319	0.996665	0.000001	0.000025	0.003508	0.996466	0.002449	0.006319	0.043224	0.948009	0.021442	0.020960	0.102872	0.854726	
139000	-83.138489	425	2.992532	2.224850	9.988633	4.219732	0.244944	0.122399	0.120564	0.512093	0.022523	0.011575	0.179929	0.785973	0.026317	0.013341	0.180890	0.779452	0.048386	0.024471	0.174973	0.752170	0.135693	0.065969	0.155549	0.642789	0.226193	0.111868	0.127202	0.534737	
140000	-83.532062	41	4.163452	3.602754	0.720750	2.030380	0.203685	0.129445	0.104168	0.562702	0.000144	0.045788	0.000352	0.953716	0.000121	0.037475	0.000364	0.962040	0.000572	0.050350	0.001267	0.947811	0.032871	0.103835	0.030998	0.832296	0.110585	0.126846	0.070937	0.691632	
141000	-82.852270	517	0.822112	1.734679	13.454545	6.415234	0.207720	0.103860	0.131128	0.557292	0.000401	0.000202	0.189545	0.809852	0.002101	0.001053	0.189529	0.807317	0.007968	0.003988	0.188038	0.800006	0.045182	0.022569	0.177714	0.754535	0.129111	0.064520	0.153662	0.652707	
142000	-82.259170	770	3.361776	2.824947	2.733398	2.395231	0.242420	0.118374	0.124104	0.515102	0.000921	0.014024	0.007551	0.977505	0.002926	0.019179	0.017245	0.960650	0.014225	0.043393	0.034995	0.907388	0.092724	0.088038	0.090319	0.728919	0.198315	0.109346	0.121747	0.570592	
143000	-83.091744	861	1.304813	2.148871	21.290497	12.757020	0.209292	0.104646	0.130678	0.555383	0.002174	0.001087	0.189835	0.806903	0.004087	0.002044	0.189299	0.804570	0.006165	0.003082	0.188709	0.802044	0.056804	0.028402	0.174246	0.740548	0.143885	0.071943	0.149366	0.634806	
144000	-82.705047	827	0.939573	2.992435	1.023048	2.079333	0.149172	0.091232	0.122545	0.637051	0.000001	0.000177	0.000366	0.999456	0.000008	0.000735	0.001241	0.998016	0.000047	0.002014	0.002740	0.995199	0.004389	0.016364	0.029953	0.949295	0.049094	0.051688	0.090382	0.808836	
145000	-84.506658	285	0.020779	1.919200	10.054514	6.836670	0.011129	0.005566	0.187266	0.796039	0.000001	0.000000	0.177179	0.822819	0.000000	0.000000	0.178785	0.821215	0.000001	0.000001	0.181315	0.818683	0.000982	0.000504	0.186111	0.812402	0.005155	0.002584	0.188608	0.803652	
146000	-84.349830	313	5.008267	2.602111	3.015416	3.590871	0.236661	0.124546	0.116712	0.522081	0.029672	0.122042	0.023589	0.824697	0.026834	0.088891	0.030327	0.853948	0.046076	0.104628	0.041834	0.807463	0.100135	0.140877	0.058571	0.700417	0.179737	0.148421	0.083781	0.588062	
147000	-83.446966	456	0.621006	2.522761	1.535388	1.362024	0.181263	0.059466	0.200413	0.558858	0.000001	0.000067	0.002085	0.997847	0.000030	0.000468	0.007413	0.992089	0.000151	0.001362	0.012846	0.985641	0.008475	0.010354	0.086185	0.894985	0.078629	0.030504	0.207293	0.683574	
148000	-84.791084	526	15.636228	9.867117	2.777064	3.211253	0.224232	0.126410	0.112116	0.537242	0.025747	0.182677	0.012911	0.778665	0.023610	0.183204	0.011846	0.781339	0.036919	0.179653	0.018494	0.764934	0.092842	0.163863	0.046449	0.696846	0.171473	0.141479	0.085740	0.601309	
149000	-83.124335	416	1.545874	1.909298	9.144691	3.599050	0.239069	0.119346	0.122363	0.519222	0.008342	0.003819	0.201960	0.785879	0.003783	0.001812	0.196123	0.798282	0.005343	0.002570	0.194983	0.797104	0.075374	0.033701	0.185588	0.705337	0.190845	0.091502	0.141398	0.576254	
150000	-82.118232	883	1.283055	1.853457	11.009200	4.827380	0.227348	0.113644	0.125552	0.533456	0.003418	0.001710	0.189452	0.805420	0.004364	0.002182	0.189221	0.804233	0.007709	0.003863	0.187945	0.800484	0.058021	0.028534	0.176332	0.737112	0.163327	0.081074	0.144770	0.610830	
151000	-81.979129	485	1.878931	2.318206	2.575360	2.875280	0.223874	0.120049	0.118042	0.538035	0.000117	0.001748	0.007771	0.990365	0.000233	0.002226	0.012114	0.985427	0.001245	0.007672	0.018565	0.972518	0.035344	0.053426	0.065799	0.845430	0.150680	0.105296	0.107210	0.636813	
152000	-82.495749	747	1.800366	1.740053	2.148349	2.858031	0.276675	0.148564	0.103297	0.471465	0.000048	0.001315	0.004298	0.994339	0.000031	0.000881	0.004085	0.995003	0.001703	0.012053	0.016122	0.970123	0.070209	0.098034	0.064634	0.767123	0.225646	0.155139	0.090476	0.528740	
153000	-84.632625	457	5.108058	2.265560	0.968423	2.589817	0.189278	0.146741	0.087484	0.576498	0.002842	0.152610	0.001847	0.842701	0.000602	0.094955	0.000675	0.903768	0.006291	0.123892	0.005165	0.864652	0.047777	0.185875	0.022494	0.743855	0.133121	0.180483	0.054806	0.631590	
154000	-82.355982	556	1.768321	2.734518	2.053406	2.499491	0.186177	0.104358	0.123075	0.586390	0.000169	0.003235	0.006076	0.990520	0.000512	0.004654	0.012721	0.982113	0.001567	0.010004	0.017884	0.970544	0.022922	0.039144	0.060452	0.877482	0.093994	0.075625	0.105931	0.724449	
155000	-83.921431	50	0.936669	1.721578	55.446906	46.256546	0.215994	0.107997	0.128764	0.547246	0.001225	0.000612	0.190126	0.808037	0.003586	0.001793	0.189452	0.805169	0.007396	0.003698	0.188363	0.800543	0.052756	0.026378	0.175403	0.745462	0.145830	0.072915	0.148810	0.632445	
156000	-88.776275	577	6.257785	5.957247	2.735651	4.512949	0.227646	0.125088	0.114144	0.533123	0.021558	0.123660	0.017179	0.837604	0.039679	0.131474	0.028420	0.800427	0.039609	0.134532	0.027648	0.798211	0.081283	0.140957	0.049412	0.728348	0.160373	0.137668	0.084608	0.617351	
157000	-85.021776	273	2.169014	1.421453	9.914659	6.289132	0.286123	0.143067	0.108722	0.462088	0.022230	0.011906	0.173957	0.791907	0.012903	0.006748	0.180033	0.800315	0.022316	0.011593	0.178388	0.787703	0.124270	0.063351	0.152325	0.660053	0.274217	0.137760	0.111576	0.476448	
158000	-87.437504	694	1.930801	1.978940	29.966903	35.613416	0.262111	0.131056	0.115587	0.491246	0.004159	0.002080	0.189288	0.804473	0.014480	0.007240	0.186339	0.791941	0.021209	0.010604	0.184416	0.783770	0.153622	0.076811	0.146584	0.622983	0.247244	0.123622	0.119835	0.509299	
159000	-87.469971	900	26.500435	14.568397	6.533126	6.953502	0.242334	0.121238	0.121167	0.515261	0.175543	0.140319	0.087773	0.596365	0.187415	0.136928	0.093708	0.581949	0.211755	0.129974	0.105878	0.552392	0.225523	0.126041	0.112762	0.535674	0.237552	0.122604	0.118776	0.521068	
160000	-83.199495	351	0.773330	2.915003	6.926965	4.740492	0.175505	0.087894	0.140122	0.596479	0.000394	0.000340	0.120107	0.879159	0.000066	0.000059	0.116313	0.883562	0.001420	0.001133	0.128205	0.869242	0.029242	0.017634	0.155594	0.797529	0.097186	0.050272	0.157970	0.694572	
161000	-84.643116	690	7.052530	3.898783	0.246671	1.335080	0.140415	0.150597	0.070083	0.638905	0.000061	0.173298	0.000035	0.826606	0.000079	0.166291	0.000047	0.833584	0.000414	0.170292	0.000237	0.829057	0.017685	0.181786	0.009059	0.791470	0.069773	0.172201	0.034490	0.723536	
162000	-82.485437	20	2.325853	1.993774	1.523761	2.638077	0.210905	0.135232	0.101371	0.552491	0.000512	0.011370	0.005209	0.982909	0.000393	0.007991	0.005710	0.985906	0.000563	0.011435	0.005690	0.982312	0.023807	0.070359	0.034679	0.871155	0.129152	0.131953	0.076298	0.662597	
163000	-83.185308	19	2.015609	2.352317	5.806342	5.100223	0.233745	0.117694	0.122837	0.525724	0.003010	0.003213	0.098656	0.895121	0.002511	0.002608	0.101233	0.893647	0.004322	0.004411	0.102456	0.888812	0.067787	0.047845	0.126350	0.758018	0.184265	0.099232	0.128463	0.588040	
164000	-85.701525	539	4.174687	3.950934	24.776800	20.669597	0.233758	0.116879	0.123688	0.525675	0.064213	0.032107	0.172126	0.731554	0.053718	0.026859	0.175126	0.744297	0.064934	0.032467	0.171922	0.730676	0.121874	0.060937	0.155655	0.661534	0.207814	0.103907	0.131101	0.557178	
165000	-87.411272	499	0.304250	3.624954	10.472255	11.013839	0.083910	0.041955	0.166501	0.707634	0.000033	0.000017	0.183432	0.816518	0.000214	0.000110	0.186550	0.813126	0.000663	0.000336	0.188056	0.810944	0.006871	0.003462	0.187327	0.802339	0.028402	0.014215	0.182218	0.775165	
166000	-82.586961	239	0.065099	2.188861	1.132555	2.252813	0.022997	0.014547	0.150932	0.811524	0.000000	0.000000	0.000498	0.999501	0.000000	0.000003	0.002070	0.997927	0.000100	0.000766	0.015144	0.983989	0.001018	0.002391	0.047531	0.949061	0.007124	0.007000	0.105414	0.880462	
167000	-86.199204	423	4.257087	4.161912	14.325473	5.665892	0.235590	0.117787	0.123173	0.523450	0.063199	0.030675	0.176781	0.729345	0.036432	0.017868	0.182960	0.762741	0.066449	0.032913	0.172862	0.727776	0.136541	0.067436	0.153140	0.642883	0.210819	0.105237	0.130448	0.553496	
168000	-84.195033	377	1.781530	2.024125	6.939569	5.633498	0.237281	0.118835	0.122482	0.521402	0.001814	0.001474	0.126084	0.870628	0.004297	0.003150	0.137246	0.855307	0.030276	0.017680	0.159644	0.792400	0.088935	0.049334	0.150783	0.710948	0.179053	0.093857	0.133274	0.593816	
